unity_timestamp,eye_timestamp,left_validata,left_eye_openness,left_eye_pupil_diameter,left_eye_origin.x,left_eye_origin.y,left_eye_origin.z,left_eye_gaze.x,left_eye_gaze.y,left_eye_gaze.z,right_validata,right_eye_openness,right_eye_pupil_diameter,right_eye_origin.x,right_eye_origin.y,right_eye_origin.z,right_eye_gaze.x,right_eye_gaze.y,right_eye_gaze.z,combined_eye_origin.x,combined_eye_origin.y,combined_eye_origin.z,combined_eye_gaze.x,combined_eye_gaze.y,combined_eye_gaze.z,gaze_distance,frame_number,tracking_status,combined_validata,left_tracking_status,right_tracking_status,ipd_mm,messages
5.2934103062,1001209355699043000,True,0.9665200000,3.9124720000,-0.0338613000,0.0000000000,0.0000000000,-0.0147053000,0.0119218600,0.9998208000,True,0.9395018000,3.9049060000,0.0338613000,0.0000000000,0.0000000000,-0.0147053400,0.0119218600,0.9998208000,0.0000000000,0.0000000000,0.0000000000,-0.0147053200,0.0119218600,0.9998208000,2.0000000000,3451510,2,True,3,3,68.3500000000,
5.3060474062,1001209355704040900,True,0.9662137000,3.9156150000,-0.0338613000,0.0000000000,0.0000000000,-0.0146782700,0.0120291600,0.9998199000,True,0.9395040000,3.9059160000,0.0338613000,0.0000000000,0.0000000000,-0.0146783100,0.0120291600,0.9998199000,0.0000000000,0.0000000000,0.0000000000,-0.0146782900,0.0120291600,0.9998199000,2.0000000000,3451511,2,True,3,3,68.3500000000,
5.3060530062,1001209355709049300,True,0.9658946000,3.9181810000,-0.0338613000,0.0000000000,0.0000000000,-0.0146566000,0.0121839900,0.9998183000,True,0.9395053000,3.9067430000,0.0338613000,0.0000000000,0.0000000000,-0.0146566300,0.0121839900,0.9998183000,0.0000000000,0.0000000000,0.0000000000,-0.0146566200,0.0121839900,0.9998183000,2.0000000000,3451512,2,True,3,3,68.3500000000,
5.3060539062,1001209355714057700,True,0.9655890000,3.9219280000,-0.0338613000,0.0000000000,0.0000000000,-0.0146165200,0.0123297100,0.9998171000,True,0.9395040000,3.9080450000,0.0338613000,0.0000000000,0.0000000000,-0.0146165500,0.0123297100,0.9998171000,0.0000000000,0.0000000000,0.0000000000,-0.0146165400,0.0123297100,0.9998171000,2.0000000000,3451513,2,True,3,3,68.3500000000,
5.3159467062,1001209355719066100,True,0.9653038000,3.9253340000,-0.0338613000,0.0000000000,0.0000000000,-0.0145881300,0.0124773100,0.9998158000,True,0.9395027000,3.9093150000,0.0338613000,0.0000000000,0.0000000000,-0.0145881600,0.0124773100,0.9998158000,0.0000000000,0.0000000000,0.0000000000,-0.0145881400,0.0124773100,0.9998158000,2.0000000000,3451514,2,True,3,3,68.3500000000,
5.3267644062,1001209355724116600,True,0.9650478000,3.9282000000,-0.0338613000,0.0000000000,0.0000000000,-0.0145495500,0.0126237400,0.9998145000,True,0.9395223000,3.9105110000,0.0338613000,0.0000000000,0.0000000000,-0.0145495800,0.0126237400,0.9998145000,0.0000000000,0.0000000000,0.0000000000,-0.0145495700,0.0126237400,0.9998145000,2.0000000000,3451515,2,True,3,3,68.3500000000,
5.3267695062,1001209355729125000,True,0.9648072000,3.9315710000,-0.0338613000,0.0000000000,0.0000000000,-0.0145251500,0.0127589400,0.9998131000,True,0.9395370000,3.9117340000,0.0338613000,0.0000000000,0.0000000000,-0.0145251700,0.0127589400,0.9998131000,0.0000000000,0.0000000000,0.0000000000,-0.0145251600,0.0127589400,0.9998131000,2.0000000000,3451516,2,True,3,3,68.3500000000,
5.3267704062,1001209355734133500,True,0.9645892000,3.9350310000,-0.0338613000,0.0000000000,0.0000000000,-0.0144896900,0.0128916500,0.9998119000,True,0.9395577000,3.9129410000,0.0338613000,0.0000000000,0.0000000000,-0.0144897200,0.0128916500,0.9998119000,0.0000000000,0.0000000000,0.0000000000,-0.0144897100,0.0128916500,0.9998119000,2.0000000000,3451517,2,True,3,3,68.3500000000,
5.3379748062,1001209355739142000,True,0.9643295000,3.9380900000,-0.0338613000,0.0000000000,0.0000000000,-0.0144763100,0.0130372300,0.9998102000,True,0.9396132000,3.9141650000,0.0338613000,0.0000000000,0.0000000000,-0.0144763400,0.0130372300,0.9998102000,0.0000000000,0.0000000000,0.0000000000,-0.0144763200,0.0130372300,0.9998102000,2.0000000000,3451518,2,True,3,3,68.3500000000,
5.3379794062,1001209355744157700,True,0.9640478000,3.9405840000,-0.0338613000,0.0000000000,0.0000000000,-0.0144552700,0.0131578600,0.9998090000,True,0.9396598000,3.9154400000,0.0338613000,0.0000000000,0.0000000000,-0.0144552900,0.0131578600,0.9998090000,0.0000000000,0.0000000000,0.0000000000,-0.0144552800,0.0131578600,0.9998090000,2.0000000000,3451519,2,True,3,3,68.3500000000,
5.3484611062,1001209355749166100,True,0.9637635000,3.9427900000,-0.0338613000,0.0000000000,0.0000000000,-0.0144468200,0.0132596800,0.9998077000,True,0.9397039000,3.9169540000,0.0338613000,0.0000000000,0.0000000000,-0.0144468500,0.0132596800,0.9998077000,0.0000000000,0.0000000000,0.0000000000,-0.0144468400,0.0132596800,0.9998077000,2.0000000000,3451520,2,True,3,3,68.3500000000,
5.3484671062,1001209355754174600,True,0.9633725000,3.9445670000,-0.0338613000,0.0000000000,0.0000000000,-0.0144350900,0.0133486200,0.9998067000,True,0.9397411000,3.9186590000,0.0338613000,0.0000000000,0.0000000000,-0.0144351100,0.0133486200,0.9998067000,0.0000000000,0.0000000000,0.0000000000,-0.0144351000,0.0133486200,0.9998067000,2.0000000000,3451521,2,True,3,3,68.3500000000,
5.3599284062,1001209355759171400,True,0.9628916000,3.9464740000,-0.0338613000,0.0000000000,0.0000000000,-0.0144344100,0.0134320500,0.9998056000,True,0.9397719000,3.9203770000,0.0338613000,0.0000000000,0.0000000000,-0.0144344400,0.0134320500,0.9998056000,0.0000000000,0.0000000000,0.0000000000,-0.0144344300,0.0134320500,0.9998056000,2.0000000000,3451522,2,True,3,3,68.3500000000,
5.3599344062,1001209355764179900,True,0.9623285000,3.9479330000,-0.0338613000,0.0000000000,0.0000000000,-0.0144309900,0.0134759500,0.9998050000,True,0.9398416000,3.9223530000,0.0338613000,0.0000000000,0.0000000000,-0.0144310100,0.0134759500,0.9998050000,0.0000000000,0.0000000000,0.0000000000,-0.0144310000,0.0134759500,0.9998050000,2.0000000000,3451523,2,True,3,3,68.3500000000,
5.3710772062,1001209355769174700,True,0.9616967000,3.9493110000,-0.0338613000,0.0000000000,0.0000000000,-0.0144317200,0.0135192900,0.9998044000,True,0.9399015000,3.9245410000,0.0338613000,0.0000000000,0.0000000000,-0.0144317400,0.0135192900,0.9998044000,0.0000000000,0.0000000000,0.0000000000,-0.0144317300,0.0135192900,0.9998044000,2.0000000000,3451524,2,True,3,3,68.3500000000,
5.3710838062,1001209355774195800,True,0.9610268000,3.9506380000,-0.0338613000,0.0000000000,0.0000000000,-0.0144466200,0.0135422700,0.9998040000,True,0.9399621000,3.9264320000,0.0338613000,0.0000000000,0.0000000000,-0.0144466300,0.0135422700,0.9998040000,0.0000000000,0.0000000000,0.0000000000,-0.0144466300,0.0135422700,0.9998040000,2.0000000000,3451525,2,True,3,3,68.3500000000,
5.3710847062,1001209355779258300,True,0.9603340000,3.9524140000,-0.0338613000,0.0000000000,0.0000000000,-0.0144608200,0.0135587000,0.9998035000,True,0.9400737000,3.9282590000,0.0338613000,0.0000000000,0.0000000000,-0.0144608400,0.0135587000,0.9998035000,0.0000000000,0.0000000000,0.0000000000,-0.0144608300,0.0135587000,0.9998035000,2.0000000000,3451526,2,True,3,3,68.3500000000,
5.3816712062,1001209355784287300,True,0.9596313000,3.9540860000,-0.0338613000,0.0000000000,0.0000000000,-0.0144663100,0.0135425500,0.9998037000,True,0.9402504000,3.9303200000,0.0338613000,0.0000000000,0.0000000000,-0.0144663300,0.0135425500,0.9998037000,0.0000000000,0.0000000000,0.0000000000,-0.0144663200,0.0135425500,0.9998037000,2.0000000000,3451527,2,True,3,3,68.3500000000,
5.3816766062,1001209355789318500,True,0.9589374000,3.9556570000,-0.0338613000,0.0000000000,0.0000000000,-0.0145350700,0.0135421900,0.9998026000,True,0.9404909000,3.9321070000,0.0338613000,0.0000000000,0.0000000000,-0.0145350800,0.0135421900,0.9998026000,0.0000000000,0.0000000000,0.0000000000,-0.0145350800,0.0135421900,0.9998026000,2.0000000000,3451528,2,True,3,3,68.3500000000,
5.4045342062,1001209355794312100,True,0.9582696000,3.9568990000,-0.0338613000,0.0000000000,0.0000000000,-0.0145514600,0.0135239900,0.9998026000,True,0.9407682000,3.9336030000,0.0338613000,0.0000000000,0.0000000000,-0.0145514800,0.0135239900,0.9998026000,0.0000000000,0.0000000000,0.0000000000,-0.0145514700,0.0135239900,0.9998026000,2.0000000000,3451529,2,True,3,3,68.3500000000,
5.4045395062,1001209355799343300,True,0.9576280000,3.9578390000,-0.0338613000,0.0000000000,0.0000000000,-0.0146163600,0.0135104200,0.9998019000,True,0.9410285000,3.9353870000,0.0338613000,0.0000000000,0.0000000000,-0.0146163700,0.0135104200,0.9998019000,0.0000000000,0.0000000000,0.0000000000,-0.0146163700,0.0135104200,0.9998019000,2.0000000000,3451530,2,True,3,3,68.3500000000,
5.4045404062,1001209355804336900,True,0.9570247000,3.9586490000,-0.0338613000,0.0000000000,0.0000000000,-0.0146402900,0.0134737500,0.9998021000,True,0.9412799000,3.9373920000,0.0338613000,0.0000000000,0.0000000000,-0.0146403100,0.0134737500,0.9998021000,0.0000000000,0.0000000000,0.0000000000,-0.0146403000,0.0134737500,0.9998021000,2.0000000000,3451531,2,True,3,3,68.3500000000,
5.4045414062,1001209355809321500,True,0.9564525000,3.9594770000,-0.0338613000,0.0000000000,0.0000000000,-0.0147158500,0.0134268900,0.9998016000,True,0.9415632000,3.9397820000,0.0338613000,0.0000000000,0.0000000000,-0.0147158700,0.0134268900,0.9998016000,0.0000000000,0.0000000000,0.0000000000,-0.0147158600,0.0134268900,0.9998016000,2.0000000000,3451532,2,True,3,3,68.3500000000,
5.4049095062,1001209355814315100,True,0.9559124000,3.9602220000,-0.0338613000,0.0000000000,0.0000000000,-0.0148041900,0.0133720000,0.9998010000,True,0.9417856000,3.9427910000,0.0338613000,0.0000000000,0.0000000000,-0.0148042000,0.0133720000,0.9998010000,0.0000000000,0.0000000000,0.0000000000,-0.0148041900,0.0133720000,0.9998010000,2.0000000000,3451533,2,True,3,3,68.3500000000,
5.4276566062,1001209355819315800,True,0.9554071000,3.9609790000,-0.0338613000,0.0000000000,0.0000000000,-0.0148912600,0.0133068400,0.9998006000,True,0.9420123000,3.9461070000,0.0338613000,0.0000000000,0.0000000000,-0.0148912700,0.0133068400,0.9998006000,0.0000000000,0.0000000000,0.0000000000,-0.0148912700,0.0133068400,0.9998006000,2.0000000000,3451534,2,True,3,3,68.3500000000,
5.4276614062,1001209355824316000,True,0.9549356000,3.9616550000,-0.0338613000,0.0000000000,0.0000000000,-0.0149856800,0.0132302100,0.9998002000,True,0.9422542000,3.9494550000,0.0338613000,0.0000000000,0.0000000000,-0.0149856900,0.0132302100,0.9998001000,0.0000000000,0.0000000000,0.0000000000,-0.0149856900,0.0132302100,0.9998001000,2.0000000000,3451535,2,True,3,3,68.3500000000,
5.4276624062,1001209355829339600,True,0.9545040000,3.9625360000,-0.0338613000,0.0000000000,0.0000000000,-0.0150841000,0.0131543600,0.9997997000,True,0.9425099000,3.9524560000,0.0338613000,0.0000000000,0.0000000000,-0.0150841100,0.0131543600,0.9997997000,0.0000000000,0.0000000000,0.0000000000,-0.0150841100,0.0131543600,0.9997997000,2.0000000000,3451536,2,True,3,3,68.3500000000,
5.4276634062,1001209355834445500,True,0.9541030000,3.9635870000,-0.0338613000,0.0000000000,0.0000000000,-0.0151784600,0.0130766200,0.9997993000,True,0.9427493000,3.9556000000,0.0338613000,0.0000000000,0.0000000000,-0.0151784700,0.0130766200,0.9997993000,0.0000000000,0.0000000000,0.0000000000,-0.0151784700,0.0130766200,0.9997993000,2.0000000000,3451537,2,True,3,3,68.3500000000,
5.4497174062,1001209355839469100,True,0.9537308000,3.9645560000,-0.0338613000,0.0000000000,0.0000000000,-0.0152698200,0.0129943600,0.9997990000,True,0.9429706000,3.9590640000,0.0338613000,0.0000000000,0.0000000000,-0.0152698300,0.0129943600,0.9997990000,0.0000000000,0.0000000000,0.0000000000,-0.0152698300,0.0129943600,0.9997990000,2.0000000000,3451538,2,True,3,3,68.3500000000,
5.4497225062,1001209355844492700,True,0.9533897000,3.9654060000,-0.0338613000,0.0000000000,0.0000000000,-0.0153580100,0.0129186500,0.9997986000,True,0.9431847000,3.9621480000,0.0338613000,0.0000000000,0.0000000000,-0.0153580200,0.0129186500,0.9997986000,0.0000000000,0.0000000000,0.0000000000,-0.0153580100,0.0129186500,0.9997986000,2.0000000000,3451539,2,True,3,3,68.3500000000,
5.4497234062,1001209355849493400,True,0.9530720000,3.9661210000,-0.0338613000,0.0000000000,0.0000000000,-0.0154379300,0.0128575900,0.9997982000,True,0.9433632000,3.9648750000,0.0338613000,0.0000000000,0.0000000000,-0.0154379400,0.0128575900,0.9997982000,0.0000000000,0.0000000000,0.0000000000,-0.0154379400,0.0128575900,0.9997982000,2.0000000000,3451540,2,True,3,3,68.3500000000,
5.4497243062,1001209355854399600,True,0.9527853000,3.9667670000,-0.0338613000,0.0000000000,0.0000000000,-0.0155078900,0.0127961200,0.9997979000,True,0.9435489000,3.9671800000,0.0338613000,0.0000000000,0.0000000000,-0.0155078900,0.0127961200,0.9997979000,0.0000000000,0.0000000000,0.0000000000,-0.0155078900,0.0127961200,0.9997979000,2.0000000000,3451541,2,True,3,3,68.3500000000,
5.4718364062,1001209355859400300,True,0.9525197000,3.9674440000,-0.0338613000,0.0000000000,0.0000000000,-0.0155700200,0.0127441200,0.9997976000,True,0.9437422000,3.9691130000,0.0338613000,0.0000000000,0.0000000000,-0.0155700300,0.0127441200,0.9997976000,0.0000000000,0.0000000000,0.0000000000,-0.0155700300,0.0127441200,0.9997976000,2.0000000000,3451542,2,True,3,3,68.3500000000,
5.4718416062,1001209355864423900,True,0.9522724000,3.9681100000,-0.0338613000,0.0000000000,0.0000000000,-0.0156245000,0.0127194100,0.9997970000,True,0.9439149000,3.9707340000,0.0338613000,0.0000000000,0.0000000000,-0.0156245100,0.0127194100,0.9997970000,0.0000000000,0.0000000000,0.0000000000,-0.0156245000,0.0127194100,0.9997970000,2.0000000000,3451543,2,True,3,3,68.3500000000,
5.4718426062,1001209355869450100,True,0.9520410000,3.9686570000,-0.0338613000,0.0000000000,0.0000000000,-0.0156680100,0.0126837900,0.9997968000,True,0.9440541000,3.9720400000,0.0338613000,0.0000000000,0.0000000000,-0.0156680200,0.0126837900,0.9997968000,0.0000000000,0.0000000000,0.0000000000,-0.0156680200,0.0126837900,0.9997968000,2.0000000000,3451544,2,True,3,3,68.3500000000,
5.4718435062,1001209355874465400,True,0.9518256000,3.9691110000,-0.0338613000,0.0000000000,0.0000000000,-0.0157090700,0.0126484200,0.9997966000,True,0.9442095000,3.9732770000,0.0338613000,0.0000000000,0.0000000000,-0.0157090800,0.0126484200,0.9997966000,0.0000000000,0.0000000000,0.0000000000,-0.0157090800,0.0126484200,0.9997966000,2.0000000000,3451545,2,True,3,3,68.3500000000,
5.4718444062,1001209355879480700,True,0.9516206000,3.9694960000,-0.0338613000,0.0000000000,0.0000000000,-0.0157552300,0.0126103000,0.9997963000,True,0.9443601000,3.9742760000,0.0338613000,0.0000000000,0.0000000000,-0.0157552300,0.0126103000,0.9997963000,0.0000000000,0.0000000000,0.0000000000,-0.0157552300,0.0126103000,0.9997963000,2.0000000000,3451546,2,True,3,3,68.3500000000,
5.4944000062,1001209355884496000,True,0.9514291000,3.9699210000,-0.0338613000,0.0000000000,0.0000000000,-0.0157998100,0.0125728700,0.9997962000,True,0.9444973000,3.9751970000,0.0338613000,0.0000000000,0.0000000000,-0.0157998100,0.0125728700,0.9997962000,0.0000000000,0.0000000000,0.0000000000,-0.0157998100,0.0125728700,0.9997962000,2.0000000000,3451547,2,True,3,3,68.3500000000,
5.4944050062,1001209355889511300,True,0.9512489000,3.9702840000,-0.0338613000,0.0000000000,0.0000000000,-0.0158482600,0.0125293700,0.9997959000,True,0.9446233000,3.9761180000,0.0338613000,0.0000000000,0.0000000000,-0.0158482700,0.0125293700,0.9997959000,0.0000000000,0.0000000000,0.0000000000,-0.0158482700,0.0125293700,0.9997959000,2.0000000000,3451548,2,True,3,3,68.3500000000,
5.4944059062,1001209355894526600,True,0.9510800000,3.9706070000,-0.0338613000,0.0000000000,0.0000000000,-0.0158974800,0.0124883200,0.9997956000,True,0.9447362000,3.9771290000,0.0338613000,0.0000000000,0.0000000000,-0.0158974800,0.0124883200,0.9997956000,0.0000000000,0.0000000000,0.0000000000,-0.0158974800,0.0124883200,0.9997956000,2.0000000000,3451549,2,True,3,3,68.3500000000,
5.4944069062,1001209355899545100,True,0.9509171000,3.9708760000,-0.0338613000,0.0000000000,0.0000000000,-0.0159394300,0.0124512300,0.9997954000,True,0.9448156000,3.9783090000,0.0338613000,0.0000000000,0.0000000000,-0.0159394300,0.0124512300,0.9997954000,0.0000000000,0.0000000000,0.0000000000,-0.0159394300,0.0124512300,0.9997954000,2.0000000000,3451550,2,True,3,3,68.3500000000,
5.5055294062,1001209355904559900,True,0.9507669000,3.9711140000,-0.0338613000,0.0000000000,0.0000000000,-0.0159755100,0.0124136200,0.9997953000,True,0.9448590000,3.9794020000,0.0338613000,0.0000000000,0.0000000000,-0.0159755100,0.0124136200,0.9997953000,0.0000000000,0.0000000000,0.0000000000,-0.0159755100,0.0124136200,0.9997953000,2.0000000000,3451551,2,True,3,3,68.3500000000,
5.5055351062,1001209355909563100,True,0.9506261000,3.9713570000,-0.0338613000,0.0000000000,0.0000000000,-0.0159965000,0.0123853100,0.9997953000,True,0.9449017000,3.9804180000,0.0338613000,0.0000000000,0.0000000000,-0.0159965000,0.0123853100,0.9997953000,0.0000000000,0.0000000000,0.0000000000,-0.0159965000,0.0123853100,0.9997953000,2.0000000000,3451552,2,True,3,3,68.3500000000,
5.5165478062,1001209355914571700,True,0.9504896000,3.9716080000,-0.0338613000,0.0000000000,0.0000000000,-0.0160073800,0.0123611700,0.9997954000,True,0.9449041000,3.9812740000,0.0338613000,0.0000000000,0.0000000000,-0.0160073800,0.0123611700,0.9997954000,0.0000000000,0.0000000000,0.0000000000,-0.0160073800,0.0123611700,0.9997954000,2.0000000000,3451553,2,True,3,3,68.3500000000,
5.5165532062,1001209355919586500,True,0.9503593000,3.9718600000,-0.0338613000,0.0000000000,0.0000000000,-0.0160142800,0.0123455100,0.9997956000,True,0.9449143000,3.9819810000,0.0338613000,0.0000000000,0.0000000000,-0.0160142800,0.0123455100,0.9997956000,0.0000000000,0.0000000000,0.0000000000,-0.0160142800,0.0123455100,0.9997956000,2.0000000000,3451554,2,True,3,3,68.3500000000,
5.5165542062,1001209355924598200,True,0.9502367000,3.9720640000,-0.0338613000,0.0000000000,0.0000000000,-0.0160003000,0.0123432600,0.9997958000,True,0.9449230000,3.9826230000,0.0338613000,0.0000000000,0.0000000000,-0.0160003000,0.0123432600,0.9997958000,0.0000000000,0.0000000000,0.0000000000,-0.0160003000,0.0123432600,0.9997958000,2.0000000000,3451555,2,True,3,3,68.3500000000,
5.5283276062,1001209355929572000,True,0.9501201000,3.9722140000,-0.0338613000,0.0000000000,0.0000000000,-0.0159855800,0.0123521600,0.9997959000,True,0.9449517000,3.9831430000,0.0338613000,0.0000000000,0.0000000000,-0.0159855900,0.0123521600,0.9997959000,0.0000000000,0.0000000000,0.0000000000,-0.0159855900,0.0123521600,0.9997959000,2.0000000000,3451556,2,True,3,3,68.3500000000,
5.5283324062,1001209355934586800,True,0.9500191000,3.9722980000,-0.0338613000,0.0000000000,0.0000000000,-0.0159652700,0.0123620100,0.9997962000,True,0.9449700000,3.9835570000,0.0338613000,0.0000000000,0.0000000000,-0.0159652700,0.0123620100,0.9997962000,0.0000000000,0.0000000000,0.0000000000,-0.0159652700,0.0123620100,0.9997962000,2.0000000000,3451557,2,True,3,3,68.3500000000,
5.5396455062,1001209355939602100,True,0.9499238000,3.9723260000,-0.0338613000,0.0000000000,0.0000000000,-0.0159400900,0.0123864100,0.9997962000,True,0.9449993000,3.9839380000,0.0338613000,0.0000000000,0.0000000000,-0.0159400900,0.0123864100,0.9997962000,0.0000000000,0.0000000000,0.0000000000,-0.0159400900,0.0123864100,0.9997962000,2.0000000000,3451558,2,True,3,3,68.3500000000,
5.5396519062,1001209355944640900,True,0.9498332000,3.9723220000,-0.0338613000,0.0000000000,0.0000000000,-0.0159186100,0.0124239700,0.9997961000,True,0.9450408000,3.9842790000,0.0338613000,0.0000000000,0.0000000000,-0.0159186100,0.0124239700,0.9997961000,0.0000000000,0.0000000000,0.0000000000,-0.0159186100,0.0124239700,0.9997961000,2.0000000000,3451559,2,True,3,3,68.3500000000,
5.5507030062,1001209355949656200,True,0.9497486000,3.9723030000,-0.0338613000,0.0000000000,0.0000000000,-0.0158980000,0.0124748000,0.9997958000,True,0.9450948000,3.9845960000,0.0338613000,0.0000000000,0.0000000000,-0.0158980100,0.0124748000,0.9997958000,0.0000000000,0.0000000000,0.0000000000,-0.0158980000,0.0124748000,0.9997958000,2.0000000000,3451560,2,True,3,3,68.3500000000,
5.5507081062,1001209355954660400,True,0.9496673000,3.9722530000,-0.0338613000,0.0000000000,0.0000000000,-0.0158735500,0.0125325600,0.9997954000,True,0.9451746000,3.9848290000,0.0338613000,0.0000000000,0.0000000000,-0.0158735500,0.0125325600,0.9997954000,0.0000000000,0.0000000000,0.0000000000,-0.0158735500,0.0125325600,0.9997954000,2.0000000000,3451561,2,True,3,3,68.3500000000,
